Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
athena-embroidered-bustier-corset-top,,,,,,,,,S,,,,,"",0.0,shopify,7,deny,manual,3590.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_ca44af36-7e89-4bb6-9f3d-bbbff72a8650.jpg?v=1625662728,2,,,,,,,,,,,,,,,,,,,kg,,,
athena-embroidered-bustier-corset-top,,,,,,,,,M,,,,,"",0.0,shopify,4,deny,manual,3590.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_a86ba086-1d8b-47b1-b844-0e74fc649d88.jpg?v=1625662732,3,,,,,,,,,,,,,,,,,,,kg,,,
athena-embroidered-bustier-corset-top,,,,,,,,,L,,,,,"",0.0,shopify,8,deny,manual,3590.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_e8d4187b-301a-4184-bdbb-89e298fc9895.jpg?v=1625662733,4,,,,,,,,,,,,,,,,,,,kg,,,
athena-embroidered-bustier-corset-top,,,,,,,,,XL,,,,,"",0.0,shopify,4,deny,manual,3590.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_64040577-f9c7-495d-a3ae-7bf2c9273330.jpg?v=1625662734,5,,,,,,,,,,,,,,,,,,,kg,,,
athena-embroidered-bustier-corset-top,,,,,,,,,2XL,,,,,"",0.0,shopify,4,deny,manual,3590.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_9fbc1620-7bb2-4556-b8f4-ef7719992756.jpg?v=1625662735,6,,,,,,,,,,,,,,,,,,,kg,,,
athena-embroidered-bustier-corset-top,,,,,,,,,3XL,,,,,"",0.0,shopify,3,deny,manual,3590.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_58b9a4d4-f80d-44c9-a7da-8c5e090c3769.jpg?v=1625662736,7,,,,,,,,,,,,,,,,,,,kg,,,
athena-embroidered-bustier-corset-top,,,,,,,,,4XL,,,,,"",0.0,shopify,2,deny,manual,3590.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_5d6e5a86-dfe0-4499-ad22-dababcdedde3.jpg?v=1625662744,8,,,,,,,,,,,,,,,,,,,kg,,,
athena-embroidered-bustier-corset-top,,,,,,,,,5XL,,,,,"",0.0,shopify,2,deny,manual,3590.00,,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,
ariana-pearl-embroidered-jacquard-corset-dress,Ariana Pearl Embroidered Jacquard Corset Dress,"<p>Please give a warm welcome to our Ariana Pearl Embroidered Jacquard Corset Dress! Made with a rich pink lurex jacquard fabric, our highly anticipated Ariana comes with hand embroidered all-over Pearl detailing, our signature boned corsetry, and a fit-and-flare silhouette. Like in our Pixie, layers of tulle give our Ariana a gorgeous puff skirt made to twirl in! </p>
<ul>
<li>Made with Pink Lurex Jacquard Fabric and Tulle Fabric. Fully Lined. </li>
<li>All-over Pearl Hand Embroidery. </li>
<li>Boned Corset for a Perfectly Fitted Bodice.</li>
<li>Layers of Tulle for a Puff Skirt. </li>
<li>Concealed Zipper in the Back. </li>
</ul>
<p>Where to Wear: Pair our Ariana with some high heels and a higher ponytail to achieve its namesake’s signature look! </p>",Lea Clothing Co.,,Dress,"Apple, Birthday, Bridal Shower, brunch dress, corset, corset dress, Date Night, dresses, Embroidered, Embroidered Collection, going out, Graduation, Inverted Triangle, lea clothin co, lea clothing, Lea Clothing Co, Mini, Mini Dress, New Years style, night out dress, Occasionwear, Other, party dress, Pastel, pastel pink, Pear, Rectangle, Skater, Sleeveless, Solid, valentine2022",true,Size,XS,,,,,"",0.0,shopify,6,deny,manual,6890.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_d28d420c-e6e4-46bd-add4-97d6551bdae0.jpg?v=1646044087,1,,false,,,,,,,,,,,,,,,,,kg,,850.00,active
ariana-pearl-embroidered-jacquard-corset-dress,,,,,,,,,S,,,,,"",0.0,shopify,7,deny,manual,6890.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_278ae582-6633-45cc-b0c7-14efc32fa66e.jpg?v=1625555926,2,,,,,,,,,,,,,,,,,,,kg,,,
ariana-pearl-embroidered-jacquard-corset-dress,,,,,,,,,M,,,,,"",0.0,shopify,7,deny,manual,6890.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_aeb25437-77ec-4bbb-92dd-3d748c957119.jpg?v=1625555945,3,,,,,,,,,,,,,,,,,,,kg,,,
ariana-pearl-embroidered-jacquard-corset-dress,,,,,,,,,L,,,,,"",0.0,shopify,6,deny,manual,6890.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_64158195-d612-4d38-9702-2d01b6e9991a.jpg?v=1625555958,4,,,,,,,,,,,,,,,,,,,kg,,,
ariana-pearl-embroidered-jacquard-corset-dress,,,,,,,,,XL,,,,,"",0.0,shopify,5,deny,manual,6890.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_7fd3f9e1-8d26-4612-bb53-5437e2b5d230.jpg?v=1625555970,5,,,,,,,,,,,,,,,,,,,kg,,,
ariana-pearl-embroidered-jacquard-corset-dress,,,,,,,,,2XL,,,,,"",0.0,shopify,4,deny,manual,6890.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_f7e23a39-bc9c-4f8a-aed3-fea7267e34f1.jpg?v=1625555979,6,,,,,,,,,,,,,,,,,,,kg,,,
ariana-pearl-embroidered-jacquard-corset-dress,,,,,,,,,3XL,,,,,"",0.0,shopify,3,deny,manual,6890.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_617ebcc1-0bd4-48ae-acf6-5704e9216a22.jpg?v=1625556374,7,,,,,,,,,,,,,,,,,,,kg,,,
ariana-pearl-embroidered-jacquard-corset-dress,,,,,,,,,4XL,,,,,"",0.0,shopify,2,deny,manual,6890.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_e152e184-1b1e-40a0-a380-83b4c9152aee.jpg?v=1625556390,8,,,,,,,,,,,,,,,,,,,kg,,,
ariana-pearl-embroidered-jacquard-corset-dress,,,,,,,,,5XL,,,,,"",0.0,shopify,1,deny,manual,6890.00,,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,
reese-rainbow-organza-corset-mini-dress,Reese Rainbow Organza Corset Mini Dress,"<meta charset=""UTF-8"">
<p>Get ready to be dazzled by our one-of-a-kind rainbow organza with our Reese Unicorn Organza Corset Dress! Made with delicate, pastel rainbow organza and tulle fabric, Reese comes with our signature boned corset, a square neckline, and a full, mini skirt. The voluminous sleeves contrast beautifully with an elegant empire line across the waist!</p>
<ul>
<li>Made with Pastel Rainbow Organza and Tulle Fabric, Fully Lined</li>
<li>Fit &amp; Flare Silhouette</li>
<li>Boned Corset with Fusing </li>
<li>Square Neckline</li>
<li>Concealed Zipper Along the Side</li>
</ul>
<p>Where to Wear: Go ahead and do a twirl in our Reese Rainbow Organza Corset Dress this spring! Pair it with your favorite kitten heels and a sunny smile for a gorgeous lunch date look or simulate your own music video a-la Neha Kakkar! This beauty will surely put a spring in your step!</p>",Lea Clothing Co.,,Dress,"Abstract, Apple, Average, balloon sleeve, Birthday, brunch dress, brunch outfit, casual dress, Celebrity Style, corset, corset dress, Date Night, dresses, going out, Graphic, Hourglass, Inverted Triangle, Lea Clothing Co, Mini, Mini Dress, Multi, Off-Shoulder, organza, organza sleeves, party, party dress, Pastel, pastels, Pear, Petite, puff dress, puff sleeves, Rainbow Organza, Rectangle, Sleeves, Tulle Dress, Unicorn Collection, Valentine's Collection, weekend outfit",true,Size,XS,,,,,"",0.0,shopify,4,deny,manual,4290.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_d1a75e4a-e6cd-4d72-b7bc-1da706ac09e6.jpg?v=1647527863,1,,false,,,,,,,,,,,,,,,,,kg,,500.00,active
reese-rainbow-organza-corset-mini-dress,,,,,,,,,S,,,,,"",0.0,shopify,2,deny,manual,4290.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_8c321d6f-fd97-45e5-baab-61fb1a2948c1.jpg?v=1647527905,2,,,,,,,,,,,,,,,,,,,kg,,,
reese-rainbow-organza-corset-mini-dress,,,,,,,,,M,,,,,"",0.0,shopify,4,deny,manual,4290.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_8f8d7ad4-6924-4a1c-a9da-59505e918a36.jpg?v=1625458407,3,,,,,,,,,,,,,,,,,,,kg,,,
reese-rainbow-organza-corset-mini-dress,,,,,,,,,L,,,,,"",0.0,shopify,1,deny,manual,4290.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_dd2e8425-bc3b-4c7f-88b4-059c31c248bc.jpg?v=1625458408,4,,,,,,,,,,,,,,,,,,,kg,,,
reese-rainbow-organza-corset-mini-dress,,,,,,,,,XL,,,,,"",0.0,shopify,6,deny,manual,4290.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_a78f4091-a512-4cb9-899d-6cf12e8263bf.jpg?v=1625458409,5,,,,,,,,,,,,,,,,,,,kg,,,
reese-rainbow-organza-corset-mini-dress,,,,,,,,,2XL,,,,,"",0.0,shopify,3,deny,manual,4290.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_66f54707-25b5-415e-8de9-c4f312d57cfd.jpg?v=1625458410,6,,,,,,,,,,,,,,,,,,,kg,,,
reese-rainbow-organza-corset-mini-dress,,,,,,,,,3XL,,,,,"",0.0,shopify,4,deny,manual,4290.00,,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,
reese-rainbow-organza-corset-mini-dress,,,,,,,,,4XL,,,,,"",0.0,shopify,3,deny,manual,4290.00,,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,
reese-rainbow-organza-corset-mini-dress,,,,,,,,,5XL,,,,,"",0.0,shopify,1,deny,manual,4290.00,,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,
lila-lavender-daisy-corset-mini-dress-1,Lila Lavender Daisy Corset Mini Dress,"<p>Continuing our Daisy streak with our Lila Lavender Daisy Corset Dress! Made with our gorgeous lavender embroidered Daisy fabric, our Lila comes with our signature boned corsetry, structured gathers at the waist, and a modest neckline. A flattering fit-and-flare skirt with layers of tulle underneath completes the look! <br><br></p>
<ul>
<li>Made with Embroidered Lavender Daisy Fabric. Fully Lined. </li>
<li>Bodice with Signature Boned Corsetry.</li>
<li>Structured Gathers at the Waist. </li>
<li>Fit-and-Flare Skirt with Layers of Tulle Underneath. </li>
</ul>
<p>Where to Wear: Pair our Lila with some statement yellow pumps and some Daisy jewelry for a cute lunch date, or with some strappy pink heels and an updo for a girls’ dinner! </p>",Lea Clothing Co.,,Dress,"Apple, Birthday, Bridal Shower, brunch dress, brunch outfit, corset, corset dress, Date Night, Embroidered Collection, Floral, Hourglass, Inverted Triangle, lea clothin co, lea clothing, Lea Clothing Co, Mini Dress, night out dress, party, party dress, Pastel, Pear, Rectangle, Skater, Sleeveless, summer outfit, Tulle Dress, Tulle Skirt",true,Size,XS,,,,,"",0.0,shopify,6,deny,manual,5890.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_99cb9edd-9619-4551-bfa8-ef97082cba82.jpg?v=1625385494,1,,false,,,,,,,,,,,,,,,,,kg,,850.00,active
lila-lavender-daisy-corset-mini-dress-1,,,,,,,,,S,,,,,"",0.0,shopify,8,deny,manual,5890.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_468ec99a-359a-4ebd-9de1-da196750644a.jpg?v=1625385501,2,,,,,,,,,,,,,,,,,,,kg,,,
lila-lavender-daisy-corset-mini-dress-1,,,,,,,,,M,,,,,"",0.0,shopify,8,deny,manual,5890.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_285985d5-0a62-46ea-8738-09c3b1568592.jpg?v=1625385512,3,,,,,,,,,,,,,,,,,,,kg,,,
lila-lavender-daisy-corset-mini-dress-1,,,,,,,,,L,,,,,"",0.0,shopify,8,deny,manual,5890.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_5b25db0e-af6a-4e02-b57b-729d6c85d3d6.jpg?v=1625385517,4,,,,,,,,,,,,,,,,,,,kg,,,
lila-lavender-daisy-corset-mini-dress-1,,,,,,,,,XL,,,,,"",0.0,shopify,4,deny,manual,5890.00,,true,true,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_8cd205db-8887-424c-ada5-bde3b3664eb7.jpg?v=1625385525,5,,,,,,,,,,,,,,,,,,,kg,,,
lila-lavender-daisy-corset-mini-dress-1,,,,,,,,,2XL,,,,,"",0.0,shopify,4,deny,manual,5890.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
lila-lavender-daisy-corset-mini-dress-1,,,,,,,,,3XL,,,,,"",0.0,shopify,3,deny,manual,5890.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
lila-lavender-daisy-corset-mini-dress-1,,,,,,,,,4XL,,,,,"",0.0,shopify,2,deny,manual,5890.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
lila-lavender-daisy-corset-mini-dress-1,,,,,,,,,5XL,,,,,"",0.0,shopify,2,deny,manual,5890.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,
aria-black-daisy-tulle-corset-midi-dress,Aria Black Daisy Tulle Corset Midi Dress,"<p>*Drumroll please* Introducing our Aria Black Daisy Corset Dress! Made with a gorgeous eyelash lace and embroidered black daisy fabric, our Aria is made to take your breath away. Nude poly knit and delicate lace combine with our signature boned corsetry to make the bodice, while ruffled layers off embroidered tulle fabric make for the dreamiest skirt! </p>
<ul>
<li>Made with Embroidered Tulle Fabric, Eyelash Lace, and Polyknit. Fully Lined.</li>
<li>Boned Corsetry in the Bodice. </li>
<li>Multiple Layers of Ruffled Embroidered Tulle in the Skirt. </li>
<li>Concealed Zip Closure at the Back.</li>
</ul>
<p>Where to Wear: Pair our Aria with some nude pumps and gold jewelry for a date night look, or with some fun yellow mules and a messy updo for a girls’ night out! </p>",Lea Clothing Co.,,Dress,"Birthday, Bridal Shower, brunch dress, brunch outfit, corset, corset dress, Date Night, dresses, Embroidered Collection, Floral, going out, gown, Graduation, Hourglass, Inverted Triangle, lea, lea clothin co, lea clothing, Lea Clothing Co, Maxi, midi dress, Neutral, night out dress, party, Pear, Rectangle, Ruffle Gown, Ruffled Skirt, Sleeveless, SS21, Tulle Dress, Tulle Skirt",true,Size,XS,,,,,"",0.0,shopify,5,deny,manual,6890.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_a85b35d7-d889-41be-8c3c-e256ee8236fc.jpg?v=1652767327,1,,false,,,,,,,,,,,,,,,,,kg,,850.00,active
aria-black-daisy-tulle-corset-midi-dress,,,,,,,,,S,,,,,"",0.0,shopify,1,deny,manual,6890.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_625a493e-6cce-4175-b648-649852c47bb1.jpg?v=1652767327,2,,,,,,,,,,,,,,,,,,,kg,,,
aria-black-daisy-tulle-corset-midi-dress,,,,,,,,,M,,,,,"",0.0,shopify,2,deny,manual,6890.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_461dc8e4-b17a-4dbf-8225-1d993308a591.jpg?v=1652767327,3,,,,,,,,,,,,,,,,,,,kg,,,
aria-black-daisy-tulle-corset-midi-dress,,,,,,,,,L,,,,,"",0.0,shopify,5,deny,manual,6890.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_d10f8fb8-3cfc-4a84-a3c2-1dcfc0456c17.jpg?v=1625296833,4,,,,,,,,,,,,,,,,,,,kg,,,
aria-black-daisy-tulle-corset-midi-dress,,,,,,,,,XL,,,,,"",0.0,shopify,5,deny,manual,6890.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_9761ec94-a860-4898-a1e1-eee4692bbe79.jpg?v=1625296874,5,,,,,,,,,,,,,,,,,,,kg,,,
aria-black-daisy-tulle-corset-midi-dress,,,,,,,,,2XL,,,,,"",0.0,shopify,5,deny,manual,6890.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_4dfae332-7846-474a-9dee-e5d4101583cc.jpg?v=1625296884,6,,,,,,,,,,,,,,,,,,,kg,,,
aria-black-daisy-tulle-corset-midi-dress,,,,,,,,,3XL,,,,,"",0.0,shopify,5,deny,manual,6890.00,,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,
aria-black-daisy-tulle-corset-midi-dress,,,,,,,,,4XL,,,,,"",0.0,shopify,5,deny,manual,6890.00,,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,
aria-black-daisy-tulle-corset-midi-dress,,,,,,,,,5XL,,,,,"",0.0,shopify,5,deny,manual,6890.00,,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,
sasha-black-embroidered-corset-top,Sasha Black Embroidered Corset Top,"<meta charset=""UTF-8"">
<p>If you guys loved our OG Sasha Embroidered Corset Top, our Sasha 2.0 is sure to take your breath away! Made with a rich black cotton satin, our Sasha comes with our signature boned corsetry and statement embroidered puff sleeves. Easy ties at the wrist and an exposed zipper at the back complete the look! </p>
<ul>
<li>Made with Upcycled Black Cotton Satin and Black Floral Embroidered Fabric. </li>
<li>Signature Boned Corset for Support and Shaping. </li>
<li>Statement Puff Sleeves with Ties at the Wrist.</li>
<li>Exposed Metallic Zip Closure at the Back. </li>
</ul>
<p>Where to Wear: Pair our Black Sasha with our <a href=""https://leaclothingco.com/products/demi-black-faux-leather-skirt?_pos=1&amp;_sid=2113fc7b8&amp;_ss=r"" target=""_blank"" title=""Demi Faux Leather Skirt"" rel=""noopener noreferrer"">Demi Faux Leather Mini Skirt</a> and some heels for a gorgeous date-night look, or wear it with our Amelie Satin Mid<a href=""https://leaclothingco.com/products/amelie-satin-midi-skirt?_pos=1&amp;_sid=9068c8e9d&amp;_ss=r"" target=""_blank"" title=""Amelie Satin Midi Skirt"" rel=""noopener noreferrer"">i</a> and nude heels for a girls’ brunch! </p>",Lea Clothing Co.,,Top,"Apple, Average, balloon sleeve, Best Seller, Birthday, brunch outfit, Concert, corset, corset top, crop fit, crop top, Date Night, Embroidered Collection, Floral, going out top, Hourglass, Inverted Triangle, lea, lea clothin co, Off-Shoulder, Other, party, Pear, Petite, puff sleeves, Resort, Sleeves, Solid, SS21, statement sleeves, summer outfit, tall, tops",true,Size,XS,,,,,"",0.0,shopify,1,deny,manual,4290.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_19aa5c3e-9b7c-44a1-b52c-c509f64bc4e9.jpg?v=1623502130,1,,false,,,,,,,,,,,,,,,,,kg,,700.00,active
sasha-black-embroidered-corset-top,,,,,,,,,S,,,,,"",0.0,shopify,0,deny,manual,4290.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_c8129b54-652d-401f-8a82-13462d202a61.jpg?v=1623502137,2,,,,,,,,,,,,,,,,,,,kg,,,
sasha-black-embroidered-corset-top,,,,,,,,,M,,,,,"",0.0,shopify,1,deny,manual,4290.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_c64837df-ed79-4c79-bd2c-4e07020b6535.jpg?v=1623813396,3,,,,,,,,,,,,,,,,,,,kg,,,
sasha-black-embroidered-corset-top,,,,,,,,,L,,,,,"",0.0,shopify,0,deny,manual,4290.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_bf306172-2c8b-4547-8412-84cb51da409d.jpg?v=1623813412,4,,,,,,,,,,,,,,,,,,,kg,,,
sasha-black-embroidered-corset-top,,,,,,,,,XL,,,,,"",0.0,shopify,0,deny,manual,4290.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_532b5e50-b308-4e2c-a757-5f2ff1651fb0.jpg?v=1623813424,5,,,,,,,,,,,,,,,,,,,kg,,,
sasha-black-embroidered-corset-top,,,,,,,,,2XL,,,,,"",0.0,shopify,0,deny,manual,4290.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_a91cdd4c-3405-4490-8e1e-fc5dfe76a6f3.jpg?v=1623813425,6,,,,,,,,,,,,,,,,,,,kg,,,
sasha-black-embroidered-corset-top,,,,,,,,,3XL,,,,,"",0.0,shopify,0,deny,manual,4290.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_e08b510d-967a-441d-b9b6-8c899b4603dc.jpg?v=1623813428,7,,,,,,,,,,,,,,,,,,,kg,,,
sasha-black-embroidered-corset-top,,,,,,,,,4XL,,,,,"",0.0,shopify,1,deny,manual,4290.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_d5559bb7-f419-4109-89ec-1827fbc86478.jpg?v=1623813431,8,,,,,,,,,,,,,,,,,,,kg,,,
sasha-black-embroidered-corset-top,,,,,,,,,5XL,,,,,"",0.0,shopify,0,deny,manual,4290.00,,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,
iris-embroidered-puff-sleeve-mini-dress,Iris Embroidered Puff Sleeve Mini Dress,"<p>Welcome summer with open arms in our Iris Embroidered Puff Sleeve Mini Dress! Made with a gorgeous floral embroidered fabric, Iris comes with a flattering V-neck design, a fit-and-flare silhouette, and statement puff sleeves. Layers of tulle, satin and embroidered mesh give the skirts it’s dreamy voluminous look! </p>
<ul>
<li>Made with Floral Embroidered Mesh, Satin, and Tulle. Fully Lined.</li>
<li>V-neckline with a Fit-and-Flare Silhouette.</li>
<li>Statement, Embroidered Puff Sleeves.</li>
<li>Voluminous Skirt with Layers of Tulle, Satin, and Mesh. </li>
<li>Concealed Zip Closure to the Side. </li>
</ul>
<p>Where to Wear: Pair our Iris with a cute Pearl mini bag and pastel heels for a lunch date, or with pop-of-color strappy sandals and sneakers for a picnic! </p>",Lea Clothing Co.,,Dress,"Apple, balloon sleeve, Birthday, Bridal Shower, brunch dress, brunch outfit, corset dress, Date Night, dresses, Embroidered Collection, Floral, going out, Graduation, Hourglass, lea clothin co, Lea Clothing Co, Mini, Mini Dress, Neutral, night out dress, Occasionwear, party, puff dress, puff sleeves, Rectangle, Skater, Sleeves, SS21, statement sleeves, valentine2022",true,Size,XS,,,,,"",0.0,shopify,6,deny,manual,5290.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_6f7abee4-4a98-4fa0-9912-aa6be945003c.jpg?v=1623391155,1,,false,,,,,,,,,,,,,,,,,kg,,800.00,active
iris-embroidered-puff-sleeve-mini-dress,,,,,,,,,S,,,,,"",0.0,shopify,5,deny,manual,5290.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_5823af0d-fd62-4fae-8895-831bd03cee06.jpg?v=1623395603,2,,,,,,,,,,,,,,,,,,,kg,,,
iris-embroidered-puff-sleeve-mini-dress,,,,,,,,,M,,,,,"",0.0,shopify,7,deny,manual,5290.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_e2155d08-9cd6-49b9-b09c-89a1aad5dde6.jpg?v=1623395606,3,,,,,,,,,,,,,,,,,,,kg,,,
iris-embroidered-puff-sleeve-mini-dress,,,,,,,,,L,,,,,"",0.0,shopify,4,deny,manual,5290.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_c7e8cb52-11b3-4f61-ae6f-c45e2c3fa33e.jpg?v=1623395607,4,,,,,,,,,,,,,,,,,,,kg,,,
iris-embroidered-puff-sleeve-mini-dress,,,,,,,,,XL,,,,,"",0.0,shopify,1,deny,manual,5290.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_9d2ea80f-bf91-4f5e-a2ef-f41dadb402c4.jpg?v=1623395608,5,,,,,,,,,,,,,,,,,,,kg,,,
iris-embroidered-puff-sleeve-mini-dress,,,,,,,,,2XL,,,,,"",0.0,shopify,2,deny,manual,5290.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_b4b6b860-ca6a-4dfc-a320-8fae414720bd.jpg?v=1623395615,6,,,,,,,,,,,,,,,,,,,kg,,,
iris-embroidered-puff-sleeve-mini-dress,,,,,,,,,3XL,,,,,"",0.0,shopify,2,deny,manual,5290.00,,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,
iris-embroidered-puff-sleeve-mini-dress,,,,,,,,,4XL,,,,,"",0.0,shopify,2,deny,manual,5290.00,,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,
iris-embroidered-puff-sleeve-mini-dress,,,,,,,,,5XL,,,,,"",0.0,shopify,2,deny,manual,5290.00,,true,false,,,,,,,,,,,,,,,,,,,,,,kg,,,
sasha-blush-embroidered-corset-top,Sasha Blush Embroidered Corset Top,"<p>If you guys loved our OG Sasha Embroidered Corset Top, our Sasha 2.0 is sure to take your breath away! Made with a rich blush cotton satin, our Sasha comes with our signature boned corsetry and statement embroidered puff sleeves in a one-of-a-kind fabric. Easy ties at the wrist and an exposed zipper at the back complete the look! </p>
<ul>
<li>Made with Upcycled Blush Cotton Satin and Blush Embroidered Floral Fabric. </li>
<li>Signature Boned Corset for Support and Shaping. </li>
<li>Statement Puff Sleeves with Ties at the Wrist.</li>
<li>Exposed Metallic Zip Closure at the Back. </li>
</ul>
<p>Where to Wear: Pair our Blush Sasha with our <a href=""https://leaclothingco.com/products/ava-wide-leg-high-waist-jeans?_pos=1&amp;_sid=0500376a6&amp;_ss=r"" target=""_blank"" title=""Ava Wide Leg Jeans"" rel=""noopener noreferrer"">Ava Wide Leg Jeans</a> and some heeled mules for a gorgeous brunch look, or wear it with our <a href=""https://leaclothingco.com/products/frida-ruched-midi-skirt?_pos=1&amp;_sid=d03d6f7b1&amp;_ss=r"" target=""_blank"" title=""Frida Ruched Midi Skirt"" rel=""noopener noreferrer"">Frida Ruched Midi Skirt</a> and nude heels for a girls’ night out! </p>",Lea Clothing Co.,,Top,"Apple, Average, Best Seller, Birthday, brunch outfit, Concert, corset, corset top, crop fit, crop top, Date Night, Embroidered Collection, Floral, going out top, Hourglass, Inverted Triangle, jeans and a nice top, lea clothin co, lea clothing, Lea Clothing Co, night out, Occasionwear, Off-Shoulder, Other, party, Pastel, Pear, Petite, puff sleeves, Resort, Sleeves, Solid, SS21, statement sleeves, tall, tops",true,Size,XS,,,,,"",0.0,shopify,5,deny,manual,4290.00,,true,false,,https://cdn.shopify.com/s/files/1/0518/6768/0952/products/image_ffb6ae8b-b19e-40ac-ab20-5435e3d8c563.jpg?v=1623304887,1,,false,,,,,,,,,,,,,,,,,kg,,600.00,active
